function	description	HD1	HD10	HD11	HD12	HD13	HD14	HD15	HD2	HD3	HD4	HD5	HD6	HD7	HD8	HD9	MD1	MD10	MD11	MD12	MD13	MD14	MD15	MD2	MD3	MD4	MD5	MD6	MD7	MD8	MD9	NC1	NC10	NC11	NC12	NC13	NC14	NC15	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9
EC:1.9.3.1	Cytochrome-c oxidase	6061.0	5714.58	4187.25	7487.5	2693.5	8217.0	3844.42	1608.5	175.5	1219.42	2609.08	3267.83	1922.5	960.5	4360.5	275.5	941.0	3387.58	1216.33	890.5	1625.5	201.75	161.5	225.5	1198.5	222.5	7107.67	2609.0	878.5	651.5	715.42	547.5	1376.0	1545.5	2026.5	1433.0	2315.0	809.75	1032.5	1086.0	653.0	2085.0	1538.42	2802.33	1669.25
EC:1.97.1.4	[Formate-C-acetyltransferase]-activating enzyme	171739.32	196045.46	234357.40999999997	185822.23999999996	247057.05	203676.2500000001	229194.64	206340.50999999995	113853.78000000006	167059.77	188742.1	162681.70999999993	226904.79	243394.48	216959.25	150056.41	169155.61000000002	171214.38999999998	255255.94000000003	153392.12	212734.67	144764.81	210540.32000000004	186930.45	192117.44	195277.62999999995	127678.76000000002	173121.77999999994	214631.01000000004	236772.73000000013	153565.16	235371.15	181874.84	188182.4	216736.13	197752.94	173852.54	158071.33999999994	151458.05000000005	224603.09	181084.21000000008	202961.89	175360.38	158262.84999999995	212822.06999999992
EC:1.97.1.9	Selenate reductase	3430.0	7933.12	5384.82	3541.99	5571.99	6075.24	5982.42	5768.17	1181.3200000000004	3176.8	2858.34	5056.35	10566.01	5169.16	8927.65	5083.82	3265.69	3882.74	8505.43	12246.03	4596.3899999999985	17973.58	3112.99	3072.5	5860.82	8138.67	2414.39	2571.33	3877.1900000000014	5316.660000000002	3313.67	6257.34	2848.120000000001	7210.82	2889.99	8229.01	3041.44	4811.17	3630.98	7003.16	5223.0999999999985	5999.84	3355.99	4534.33	6899.01
EC:2.1.1.10	Homocysteine S-methyltransferase	2705.33	1384.92	2643.5	2437.0	2255.5	2486.32	2293.79	1189.33	664.5	1710.57	575.0	1692.17	1715.5	2257.33	2094.5	1168.5	1472.4900000000002	3655.78	2537.97	621.68	5149.02	640.82	2120.33	1952.5	1940.33	912.67	1940.64	2519.4500000000007	2344.17	1425.63	1352.5	5711.33	3155.28	3457.5	9520.17	5862.1399999999985	2519.11	2131.12	3000.5	2184.0	1812.92	4820.0	4742.33	1940.33	3178.11
EC:2.1.1.104	Caffeoyl-CoA O-methyltransferase	0.0	1.0	0.0	0.0	0.0	2.0	3.0	3.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	3.0	0.0	1.0	1.0
EC:2.1.1.107	Uroporphyrinogen-III C-methyltransferase	41705.73000000002	55713.69000000001	55864.91000000001	41125.470000000016	59229.37	52678.83000000001	55226.56000000001	53160.91000000001	22853.74	36197.78000000001	43080.26000000002	40272.01000000002	69495.07999999999	57533.78000000001	63896.49000000001	39543.830000000016	38183.290000000015	37094.17	68363.37000000001	16182.4	47907.60999999999	16732.42	46112.22	40189.33	45282.5	56316.25000000003	28496.150000000016	35311.94	49708.26	56896.42999999997	31676.66000000001	55149.64000000001	38582.44000000002	50080.96000000002	46168.05000000001	57005.90000000001	34081.33	38162.34	34543.770000000004	55497.39	42304.80999999998	48866.65	38033.069999999985	39709.430000000015	51585.47000000001
EC:2.1.1.11	Magnesium protoporphyrin IX methyltransferase	3.0	2.0	0.0	0.0	1.0	3.0	0.0	2.0	0.0	1.0	3.0	0.0	0.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	1.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
EC:2.1.1.13	Methionine synthase	39491.680000000015	41805.140000000014	50164.84000000001	44101.34000000001	50970.42000000001	45876.44	48735.05	45583.43000000001	29247.550000000014	38179.000000000015	42711.42	36886.38000000001	45638.91999999999	49596.98000000001	45637.29000000001	36313.28000000001	38335.93	38101.470000000016	52294.65	44247.34	44783.49999999999	42155.140000000014	46801.47	42296.12	43190.08	41863.13000000001	33012.76000000002	41071.12	44975.37999999999	48703.64999999997	37464.19000000002	48085.31	42432.94000000002	42212.94000000002	47898.13000000001	41763.640000000014	41539.52000000001	37090.05000000002	36850.42000000001	48768.87	41482.55	43286.41	38739.38	35610.260000000024	46738.25000000002
EC:2.1.1.130	Precorrin-2 C(20)-methyltransferase	20762.77	18236.08	20192.680000000008	15052.839999999998	21723.920000000006	18603.93	20900.420000000006	13470.68	9182.38	14563.27	11029.01	12714.97	23618.669999999995	20108.660000000003	22214.21000000001	17804.870000000006	14424.92	15194.86	21426.520000000004	11692.44	18204.509999999995	17506.93	14773.14	16038.21	19332.600000000006	17618.960000000006	16042.31	12681.04	17681.79	19482.909999999974	11846.86	26582.9	23388.41000000001	19003.52	28900.970000000016	23464.33000000001	15454.489999999998	14102.01	13559.67	22046.120000000006	17088.0	26633.32	23582.38	22522.180000000026	23334.340000000004
EC:2.1.1.131	Precorrin-3B C(17)-methyltransferase	31113.810000000005	28535.420000000016	37668.01000000002	27716.80000000001	38646.970000000016	31168.63999999999	35303.750000000015	33364.060000000005	15309.33	25743.57	32846.68	23084.35000000001	31762.829999999994	32163.28000000001	31002.51000000001	22690.750000000004	27805.17	22006.64000000001	42043.73	7155.78	31530.419999999984	3848.14	35743.640000000014	31325.0	30575.35	30399.260000000013	19326.310000000005	26736.700000000004	35542.16	35481.94999999997	23454.07000000001	35084.86	31681.36000000001	27882.32000000001	34972.23	29991.880000000005	27017.66000000001	23474.51	22643.050000000007	32604.4	26719.33	31341.48	26793.469999999994	26218.60000000002	26762.210000000006
EC:2.1.1.132	Precorrin-6B C(5,15)-methyltransferase (decarboxylating)	30120.77000000001	36793.830000000016	49289.56000000001	35292.84000000001	48937.17000000001	40705.929999999986	48951.17	38177.180000000015	16533.21	30474.19	32537.3	29241.35000000001	44809.34	42817.78000000001	40969.59000000001	26733.92000000001	33471.17	28432.19	55942.19	12316.44	38285.38999999999	18371.76	40037.140000000014	35755.21	37401.02	37734.17000000001	23712.480000000003	30357.42	44464.46000000001	44983.32999999998	26131.53000000001	47272.4	38160.580000000016	37558.070000000014	42569.640000000014	41604.91	32272.440000000013	27614.840000000004	25318.92000000001	42115.62	31946.169999999995	39809.82	33310.259999999995	30401.89000000002	35997.630000000005
EC:2.1.1.133	Precorrin-4 C(11)-methyltransferase	31255.810000000005	28763.420000000016	37913.01000000002	27923.80000000001	38846.970000000016	31531.63999999999	35492.750000000015	34036.060000000005	15387.33	25839.57	33196.68	23200.35000000001	31907.829999999994	32259.28000000001	31174.51000000001	22799.750000000004	27912.17	22122.64000000001	42141.73	7166.78	31681.419999999984	3866.14	35831.640000000014	31416.0	30700.35	31070.260000000013	19461.310000000005	26860.700000000004	35650.16	35620.94999999997	23866.07000000001	35227.86	32017.36000000001	28103.32000000001	35328.23	30636.88000000001	27307.66000000001	23954.51	22943.050000000007	32795.4	26955.33	31567.48	27165.469999999994	26648.60000000002	27015.210000000006
EC:2.1.1.14	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	1212.17	833.83	1135.83	1020.16	1322.33	923.37	965.87	1314.0	595.58	993.46	1720.33	414.83	921.09	1631.16	1417.58	795.83	736.7	787.46	1810.91	4462.04	1258.12	6019.38	1150.24	1177.25	961.83	1349.25	533.8299999999998	683.33	1056.5	800.8	663.0	2372.66	340.3400000000001	446.67	474.08	515.92	815.4999999999999	1316.33	893.91	573.0	994.0	4020.17	3361.42	2920.33	2273.0
EC:2.1.1.144	Trans-aconitate 2-methyltransferase	194.0	351.47	307.33	277.33000000000004	291.0	325.62	375.29	371.67	90.33	205.9	322.67	227.0	281.67	259.33000000000004	401.33	107.33	213.76	301.04	282.47	3698.43	448.62	5817.71	274.33000000000004	241.0	431.33	410.0	425.86	195.33	184.67	161.23999999999995	195.0	362.33	295.80999999999995	386.67	195.33	290.0	460.14	283.67	383.33	550.0	343.47	383.67	232.33	186.0	427.0
EC:2.1.1.148	Thymidylate synthase (FAD)	9121.17	4612.83	3719.12	3721.83	4011.16	4115.17	4092.83	4364.91	3807.17	3964.33	6463.12	3034.54	4032.5	3508.29	5409.37	5696.78	3286.16	4264.51	3222.08	4920.84	3647.12	2052.42	4305.0	4803.83	5648.83	5049.79	3862.83	3720.87	3547.83	3385.58	4229.66	4260.83	13095.75	4554.2	7944.08	5551.42	5708.38	3543.83	4255.92	4085.08	4350.83	9260.5	6972.54	13522.62	8235.96
EC:2.1.1.151	Cobalt-factor II C(20)-methyltransferase	20762.77	18236.08	20192.680000000008	15052.839999999998	21723.920000000006	18603.93	20900.420000000006	13470.68	9182.38	14563.27	11029.01	12714.97	23618.669999999995	20108.660000000003	22214.21000000001	17804.870000000006	14424.92	15194.86	21426.520000000004	11692.44	18204.509999999995	17506.93	14773.14	16038.21	19332.600000000006	17618.960000000006	16042.31	12681.04	17681.79	19482.909999999974	11846.86	26582.9	23388.41000000001	19003.52	28900.970000000016	23464.33000000001	15454.489999999998	14102.01	13559.67	22046.120000000006	17088.0	26633.32	23582.38	22522.180000000026	23334.340000000004
EC:2.1.1.152	Precorrin-6A synthase (deacetylating)	3.0	2.0	81.0	98.0	65.5	42.0	41.5	2.0	0.5	1.0	3.0	0.0	0.0	1.0	3.0	2.0	1.0	51.5	55.5	52.0	66.0	2.0	0.0	2.0	1.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	79.0	124.0	105.5	104.0	95.5	1.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0
EC:2.1.1.163	Demethylmenaquinone methyltransferase	11153.34	8909.24	6469.29	11193.49	4028.07	8351.76	4865.63	7530.41	12543.85	10663.8	10738.62	13360.77	6954.51	4448.38	7470.769999999998	11569.85	10783.98	10400.73	6919.78	43590.52	5632.78	44654.98	6988.66	7941.41	8958.74	8452.189999999999	14014.3	13381.9	5254.59	4724.6399999999985	13722.91	7683.07	10582.4	12580.86	9258.73	10350.08	14211.35	15037.67	14916.32	8359.52	11150.5	10245.93	12974.87	15945.87	10596.41
EC:2.1.1.166	23S rRNA (uridine(2552)-2'-O)-methyltransferase	6709.67	851.3000000000002	1120.33	1187.66	2055.83	1329.79	1439.29	1471.5	372.33	983.07	4072.33	895.83	1147.84	1797.66	2456.33	758.83	541.0899999999998	742.54	1879.63	4574.93	762.2900000000002	6468.21	1079.49	1156.5	945.83	1329.5	465.36	709.33	1644.5	901.41	493.0	2118.16	294.31	408.17	343.83	355.67	711.4699999999998	458.33	610.16	798.5	227.47	3848.17	3162.67	2065.33	2172.0
EC:2.1.1.17	Phosphatidylethanolamine N-methyltransferase	0.0	0.0	23.0	50.0	24.5	42.0	41.5	10.0	10.5	0.0	1.0	0.0	0.0	0.0	1.0	14.0	0.0	63.5	56.5	52.0	65.0	0.0	0.0	0.0	0.0	9.0	36.0	2.0	1.0	0.0	0.0	0.0	25.0	41.0	29.5	26.0	30.5	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0
EC:2.1.1.170	16S rRNA (guanine(527)-N(7))-methyltransferase	39547.52	42618.66000000002	49887.67000000001	43860.42000000001	50496.50000000002	45145.77	47552.63000000001	44777.93000000001	27716.96000000001	37959.09	41946.34	37824.88000000001	46022.34	49631.32000000001	45262.29000000001	33747.62000000002	39917.15	40111.070000000014	52789.57	45831.48	46560.81999999999	42383.500000000015	46462.72	42236.289999999986	42905.09	41602.710000000014	33721.87000000002	42723.9	45151.38	48633.61999999997	38389.69	48012.48	43701.140000000014	42610.19000000002	49653.05000000001	42140.16000000002	42089.88000000001	41733.09000000001	36780.750000000015	48012.45	43740.99	43214.99	40107.38	41171.59000000002	46306.95000000001
EC:2.1.1.171	16S rRNA (guanine(966)-N(2))-methyltransferase	18287.14	17085.21	29985.39000000001	22568.30000000001	32569.150000000016	22860.279999999995	26310.040000000008	24787.99	14788.25	20252.550000000007	25797.97	14886.62	22750.249999999996	31217.64000000001	21986.060000000005	15899.63	20651.340000000004	18762.860000000004	32584.950000000004	6788.31	26521.22999999999	7963.02	29631.720000000005	25122.08	18756.01	19924.550000000007	12038.17	20638.65000000001	28415.65	32800.849999999984	17612.820000000003	22346.840000000004	14105.53	15816.98	23997.89000000001	17216.65000000001	16543.369999999995	12127.73	15722.39	23671.660000000003	18253.219999999994	17513.990000000005	13725.27	9172.65	19327.40000000001
EC:2.1.1.172	16S rRNA (guanine(1207)-N(2))-methyltransferase	1393.58	2128.84	795.74	605.83	229.25	314.4000000000001	240.79	1193.0	1822.58	976.15	920.67	1904.58	1272.92	484.66	759.33	858.4200000000002	1825.32	2479.61	815.5500000000002	5032.84	2725.35	6294.07	372.57	867.5	1290.32	810.17	1200.39	1819.53	306.5900000000001	408.05	2363.66	936.91	1196.95	782.17	1503.5	483.14	957.86	5606.7	1165.2399999999998	1054.0	3135.16	699.17	1924.66	5749.83	1167.11
EC:2.1.1.173	23S rRNA (guanine(2445)-N(2))-methyltransferase	119.0	53.97	12.66	12.83	4.5	34.12	20.96	153.17	180.83	103.57	59.5	49.16	39.67	19.33	32.83	58.0	45.26	115.87	146.8	3773.26	309.62	5817.71	37.66	52.0	92.16	63.0	57.03	42.83	17.17	12.74	383.5	224.83	47.81	80.67	99.83	31.5	104.64	1232.5	338.66	238.5	1026.3	372.67	249.5	927.83	192.0
EC:2.1.1.174	23S rRNA (guanine(1835)-N(2))-methyltransferase	2.0	3.47	4.33	2.33	0.0	14.62	6.29	14.67	8.33	6.9	0.67	2.0	4.67	5.33	9.83	0.33	9.76	79.03999999999998	128.47	3746.43	269.12	5795.71	3.33	2.0	5.33	6.0	16.86	10.33	5.67	3.24	1.0	2.33	6.81	7.67	0.33	0.0	0.14	0.67	1.33	5.5	0.47	7.17	0.33	1.0	1.0
EC:2.1.1.176	16S rRNA (cytosine(967)-C(5))-methyltransferase	37863.890000000014	37663.92000000001	46062.09	35660.80000000002	49324.89000000002	39713.56	45232.38000000001	41698.400000000016	24352.58000000001	32659.720000000016	39409.179999999986	29727.590000000004	42970.249999999985	48185.94000000001	42372.34000000001	31816.830000000016	33892.320000000014	33237.680000000015	49829.44	14297.48	43682.819999999985	12126.04	43132.220000000016	38485.33	38410.34	37969.09000000001	24684.200000000004	33961.89	43115.58	46633.99999999998	33589.240000000005	45478.44	36865.000000000015	34835.16000000002	43916.390000000014	36123.05000000002	33234.55	37503.930000000015	30484.630000000005	45044.07	39554.16	39918.819999999985	35327.64	36336.10000000002	42184.650000000016
EC:2.1.1.177	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase	39741.35000000001	42615.330000000016	49808.34000000001	43770.59000000001	50429.67000000001	45090.6	47511.3	45047.60000000001	29878.130000000016	38114.92000000001	42574.84	37835.210000000014	46005.34	49619.15000000001	45249.79000000001	36767.45	39878.15	40072.570000000014	52757.9	45792.81000000001	46505.48999999999	42357.330000000016	46355.89	42219.62	42861.92	41579.540000000015	33718.87000000002	42721.23	45164.38	48632.78999999997	38819.860000000015	47933.48	43562.970000000016	42521.360000000015	49386.88000000001	41953.830000000016	41903.88000000001	41315.26000000002	37211.92000000001	48353.12	43118.66	43052.16	39879.05	40796.76000000002	46508.78000000001
EC:2.1.1.178	16S rRNA (cytosine(1407)-C(5))-methyltransferase	6635.67	815.3000000000002	1084.0	1086.66	2016.33	1250.79	1366.62	1403.5	286.83	910.4	4001.0	844.1700000000002	1122.84	1788.66	2419.33	700.1600000000002	481.09	617.21	1577.8	3885.6	630.2900000000002	5875.21	1045.16	1117.5	888.5	1260.5	396.19	633.33	1629.5	883.41	314.0	2073.16	117.31	165.17	201.33	262.17	517.9699999999998	299.00000000000006	503.83	714.5	144.14	3672.17	3066.5	1938.0	2001.0
EC:2.1.1.179	16S rRNA (guanine(1405)-N(7))-methyltransferase	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	3.0	1.0	0.0	2.0	0.0	0.0	4.0	1.0	14.0	0.0
EC:2.1.1.180	16S rRNA (adenine(1408)-N(1))-methyltransferase	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	2.0	1.0	6.0	0.0	9.0	2.0	0.0	1.0
EC:2.1.1.181	23S rRNA (adenine(1618)-N(6))-methyltransferase	102.25	116.47	165.82999999999996	946.58	41.0	576.12	123.29	384.92	110.58	151.39999999999995	215.67	159.5	37.17	73.33	92.33	53.83	124.26	552.79	489.97	23202.43	419.37	19574.21	125.83	133.0	94.08	174.5	286.36	190.08	78.67	59.74	243.0	122.33	378.56	191.92	127.83	66.75	269.64	131.17000000000002	128.32999999999998	190.0	137.72	105.42	111.83	109.25	128.25
EC:2.1.1.182	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase	39842.85000000001	42637.330000000016	49932.34000000001	43893.09000000001	50515.17000000001	45167.1	47562.3	45152.60000000001	30050.630000000016	38190.42000000001	42631.34	37862.210000000014	46032.34	49645.65000000001	45282.29000000001	36813.95	39932.15	40130.070000000014	52812.9	45874.81000000001	46572.48999999999	42398.830000000016	46491.39	42256.62	42927.42	41614.040000000015	33755.87000000002	42755.23	45186.38	48652.28999999997	39236.36	48227.48	43760.470000000016	42797.860000000015	49708.38000000001	42168.830000000016	42283.88000000001	42453.76000000002	37718.42000000001	48544.12	44180.66	43342.66	40180.05	41523.26000000002	46734.28000000001
EC:2.1.1.184	23S rRNA (adenine(2085)-N(6))-dimethyltransferase	1243.75	1461.0	2611.5	1106.25	3063.5	745.0	494.0	218.25	1239.5	2125.5	180.0	590.5	2151.5	2862.0	2158.0	1294.0	409.0	4181.75	999.5	5765.5	3914.5	2812.5	680.5	1235.0	1249.75	352.0	638.75	792.25	707.0	3857.0	298.5	762.5	1224.25	476.25	952.5	633.75	410.0	240.0	226.0	440.5	224.25	334.25	359.0	209.75	280.75
EC:2.1.1.185	23S rRNA (guanosine(2251)-2'-O)-methyltransferase	40232.60000000001	42790.830000000016	49544.09	42318.09000000001	50376.42000000001	44333.1	47308.05	45532.60000000001	29834.880000000016	37744.42000000001	43085.09	35377.710000000014	46024.59	49652.65000000001	45296.29000000001	34835.70000000001	39190.65	38325.32	52505.15	45892.81000000001	46044.98999999999	42322.830000000016	46325.14	41703.12	42338.42	41708.540000000015	32870.62	40831.98	44956.63	48543.03999999997	38155.610000000015	48159.73	40630.970000000016	39537.360000000015	47777.38000000001	40941.830000000016	39603.63000000001	42062.26000000002	36157.67000000001	47855.62	43798.41	43013.66	39389.3	40956.76000000002	45685.53000000001
EC:2.1.1.186	23S rRNA (cytidine(2498)-2'-O)-methyltransferase	793.0	679.14	941.66	837.33	1121.5	668.62	747.79	1137.67	229.83	827.9000000000002	1608.67	299.33	747.67	1543.33	1319.83	601.0	451.76	557.54	1466.97	3768.76	567.12	5815.71	921.66	1006.0	781.6600000000002	1149.0	333.86	491.33	957.67	670.24	186.33	23.33	68.81	96.67	84.83	95.0	63.64	203.0	359.66	346.5	91.8	39.17	23.33	25.0	44.0
EC:2.1.1.187	23S rRNA (guanine(745)-N(1))-methyltransferase	5775.75	8927.25	6052.16	6116.33	5961.25	5415.23	5766.54	7489.17	6130.83	5668.15	6344.67	5362.58	5104.67	6240.33	6317.58	6469.25	6239.9000000000015	7763.78	4513.549999999998	4432.76	8298.27	6633.57	6580.66	6841.75	9207.66	6225.25	5786.719999999998	7194.86	4161.42	5346.13	6116.83	3267.08	3712.2	3873.17	3613.58	3487.14	4840.78	10036.29	5101.66	4770.0	7534.41	3649.67	3266.58	4013.0	4221.3600000000015
EC:2.1.1.189	23S rRNA (uracil(747)-C(5))-methyltransferase	26.0	4.1400000000000015	14.66	8.33	18.0	49.62000000000001	29.29	14.67	8.33	7.9	11.67	5.33	16.67	5.33	9.83	7.0	30.76	115.04	166.47	3807.76	305.12	5806.71	9.66	3.0	25.66	6.0	32.86	13.33	8.67	4.24	1.33	5.33	6.81	7.67	0.33	23.0	7.1400000000000015	17.0	6.66	12.5	4.800000000000002	7.17	0.33	15.0	3.0
EC:2.1.1.190	23S rRNA (uracil(1939)-C(5))-methyltransferase	66338.97	71812.59999999999	88625.36000000002	72240.69	91708.13000000002	78197.71999999999	86125.96000000004	77835.55999999997	47679.2	64908.15	71291.54	63127.05999999997	83280.08999999997	90461.29000000002	78942.50000000001	59163.22999999999	68160.45999999999	64312.95999999999	95557.71000000004	48647.26999999999	80703.54999999997	45076.81000000001	82173.09000000001	73371.37	71872.29000000001	71627.06000000001	53108.93999999999	69374.65999999997	83381.36999999997	89225.64999999994	61050.74999999997	87362.18000000001	66024.50999999997	70579.97	83399.60000000003	70133.27999999997	67458.41999999997	62387.38	58557.28000000001	86060.76000000001	72317.51999999999	71368.79000000001	65460.74000000003	56316.88999999999	77165.88000000003
EC:2.1.1.191	23S rRNA (cytosine(1962)-C(5))-methyltransferase	62495.650000000016	73685.48000000003	90519.24000000002	74814.90000000002	93047.32000000002	80235.36999999997	87176.56	79078.09000000003	49606.88000000002	63398.07000000001	73299.15	60786.85000000001	81162.91999999997	90967.8	79921.18000000001	60680.41000000003	64516.02	63853.71000000002	94170.38	47188.08	78106.47999999997	44317.35	80745.79000000001	70595.2	70501.77	70337.92000000003	48562.74000000002	67384.94	79006.70999999999	89139.35999999999	59735.53000000001	83153.01	63991.35000000003	68665.32000000004	72204.94000000003	66949.49000000003	67143.27000000003	59236.66	58441.31000000001	82244.78	65708.80999999997	67542.97999999997	58683.31999999999	49136.580000000045	74599.08000000003
EC:2.1.1.192	23S rRNA (adenine(2503)-C(2))-methyltransferase	41024.85000000001	43818.220000000016	51321.34000000001	44952.09000000001	52640.17000000001	46523.88	50682.3	45814.60000000001	30478.630000000016	39104.42000000001	43094.34	38783.210000000014	46845.34	51900.65000000001	46413.29000000001	37584.95	40591.26	39390.9	54326.57	45382.2	46124.37999999999	42738.720000000016	47491.39	43428.62	45252.42	42440.040000000015	34593.76	42975.45	47169.38	50444.39999999997	38922.360000000015	52306.48	44711.47000000002	43615.360000000015	51145.38000000001	44869.83000000001	43686.88000000001	40501.76000000002	37881.42000000001	52064.12	44211.55	45481.66	40973.05	37296.26000000002	48414.17000000001
EC:2.1.1.193	16S rRNA (uracil(1498)-N(3))-methyltransferase	36897.85000000001	37554.330000000016	46256.34	39881.09000000001	46008.17000000001	41458.1	43719.3	41855.60000000001	27926.63000000001	35253.42000000001	38831.34	35409.210000000014	43390.34	44903.65000000001	40978.290000000015	34679.95000000001	37054.150000000016	36648.57	49957.9	44719.31000000001	42550.48999999998	42207.830000000016	42433.39	38488.62	37823.42	38245.040000000015	30964.870000000006	39222.23	42835.38	44758.28999999998	34846.36000000001	46217.48	41245.470000000016	40553.360000000015	47431.38000000001	39957.830000000016	39290.88000000001	35895.76000000002	34684.42000000001	45572.12	39296.66	41294.66	37391.05	35880.260000000024	43920.28000000001
EC:2.1.1.195	Cobalt-precorrin-5B (C(1))-methyltransferase	32134.770000000004	29423.580000000016	39281.930000000015	29210.340000000015	40406.17000000001	32509.43	37989.42000000001	34505.430000000015	14124.38	26409.770000000004	34496.009999999995	23863.220000000005	33011.67	34873.41	32870.460000000014	20822.370000000006	28252.17	23208.610000000004	44308.27	16119.44	32513.50999999999	19254.93	36051.140000000014	31975.21	31004.85	31326.96000000001	19689.810000000005	27233.29	36613.29	36932.40999999997	22957.11000000001	36104.9	32120.16000000001	28261.770000000015	35573.220000000016	30653.830000000016	27320.99000000001	23505.76	22768.17000000001	33235.37	27004.5	31929.82	27378.88	26395.180000000026	27638.340000000004
EC:2.1.1.196	Cobalt-precorrin-6B (C(15))-methyltransferase (decarboxylating)	95.0	609.75	46.87	40.5	25.5	27.5	33.25	56.25	76.17	50.08	82.21	456.37	405.83	114.63	81.87	171.45	446.5	93.92	99.58	4202.5	90.62	1084.67	133.0	333.5	477.83	281.29	229.83	347.87	83.33	190.08	77.08	48.0	34.58	23.2	27.58	23.42	41.05	153.92000000000004	104.75	110.25	112.83	34.5	40.12	143.79000000000005	62.21
EC:2.1.1.197	Malonyl-[acyl-carrier protein] O-methyltransferase	7470.46	2671.63	1691.33	3780.12	1334.9499999999996	2723.16	1487.13	2926.54	4048.63	3979.27	5291.33	4561.78	2505.51	1208.71	2899.03	2329.12	4013.01	3806.09	2407.59	34029.67	1938.21	35674.0	2620.91	2723.21	2888.91	3154.2	5914.53	4980.67	2176.3	1750.95	4036.29	2034.87	2569.86	3375.87	2057.07	3410.95	3587.22	3628.25	4962.03	2398.2200000000007	3027.72	2035.51	3339.16	3142.16	2374.38
EC:2.1.1.198	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	47636.31000000001	47610.74000000001	53821.26000000001	52315.88000000001	52496.62000000002	51087.64000000001	50386.22	48799.47000000001	35397.930000000015	43452.87	48244.92	46237.330000000016	49267.17999999999	51216.53000000001	49187.49000000001	41175.070000000014	45429.4	45914.53999999999	56100.19	78665.22000000003	49085.57999999999	73698.37000000002	49614.64	45771.83	47252.67	45187.24000000002	42497.87000000002	51254.57	47828.01	50730.49999999997	44483.40000000001	50829.02	48267.02000000001	49285.06000000001	53902.12000000001	47116.78000000001	49086.46000000002	46771.76000000001	44541.79000000001	51822.84	47709.08	46640.49999999999	44463.96	46020.59000000002	50890.41000000001
EC:2.1.1.199	16S rRNA (cytosine(1402)-N(4))-methyltransferase	51339.85000000001	56448.68000000001	65801.92000000001	54184.09000000001	67571.16000000003	58762.02	63391.64	53792.26000000001	35757.960000000014	48851.59	47132.67000000001	47701.81000000001	65610.83999999997	66174.32	61799.95000000001	48942.78000000001	51306.99	51446.90000000001	70587.56000000001	47500.48	61714.80999999999	43855.49000000001	57321.39000000001	53302.12	56761.75000000001	53719.21000000002	45456.04000000001	51434.06999999999	58452.55999999999	64195.799999999974	46327.53	70705.33	55916.30000000002	58349.67000000003	71598.88	60712.84	53917.54000000001	52860.42000000001	46971.41	66893.28000000001	57102.99	60402.98999999999	56686.05	50191.09000000002	61699.29000000001
EC:2.1.1.200	tRNA (cytidine(32)/uridine(32)-2'-O)-methyltransferase	2.0	9.47	4.66	3.33	1.0	22.62	10.46	15.67	8.33	10.57	9.0	3.66	4.67	6.33	15.83	5.0	11.76	92.87	133.8	3766.76	282.12	5810.71	4.66	5.0	6.66	6.0	24.03	10.33	6.67	5.24	4.0	2.33	8.81	8.67	8.33	4.5	1.14	10.0	2.66	7.5	1.8000000000000005	14.17	6.5	9.33	3.0
EC:2.1.1.201	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase	11153.34	8909.24	6469.29	11193.49	4028.07	8351.76	4865.63	7530.41	12543.85	10663.8	10738.62	13360.77	6954.51	4448.38	7470.769999999998	11569.85	10783.98	10400.73	6919.78	43590.52	5632.78	44654.98	6988.66	7941.41	8958.74	8452.189999999999	14014.3	13381.9	5254.59	4724.6399999999985	13722.91	7683.07	10582.4	12580.86	9258.73	10350.08	14211.35	15037.67	14916.32	8359.52	11150.5	10245.93	12974.87	15945.87	10596.41
