function	description	HD1	HD10	HD11	HD12	HD13	HD14	HD15	HD2	HD3	HD4	HD5	HD6	HD7	HD8	HD9	MD1	MD10	MD11	MD12	MD13	MD14	MD15	MD2	MD3	MD4	MD5	MD6	MD7	MD8	MD9	NC1	NC10	NC11	NC12	NC13	NC14	NC15	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9
K01734	mgsA; methylglyoxal synthase [EC:4.2.3.3]	41582.10000000001	53220.49000000001	62037.330000000016	48857.59000000001	64195.41000000003	54624.19	60593.97	50496.76000000001	29974.790000000005	44597.59	40918.76	41554.73	62567.66999999999	63072.66	57845.70000000001	40207.37000000002	46896.02	45284.55000000001	66479.99	48690.26	57391.9	49084.05000000001	54228.39000000001	49846.04	53170.25000000001	50683.63000000001	37819.680000000015	44833.20999999999	53829.97999999999	62910.56999999997	39224.44	65566.75	49017.86000000002	51032.50000000002	63671.80000000001	57403.14000000001	46186.35000000001	42726.460000000014	39678.24000000001	60421.11	48110.04	52886.31999999999	48943.54	38388.090000000026	55111.85000000001
K01735	aroB; 3-dehydroquinate synthase [EC:4.2.3.4]	38939.01000000002	41791.92000000001	48361.59000000001	42569.930000000015	49127.01000000001	44141.26	46582.89000000001	44187.44000000001	32039.050000000014	37289.250000000015	41575.51	37262.87000000002	44769.92	48029.15000000001	43476.040000000015	38880.45000000001	39275.57	37192.4	50506.4	44536.22000000001	43769.73999999998	41972.66000000002	45450.98000000001	41074.7	42013.08	40265.12000000002	33063.04	41151.56	44077.05	47902.03999999998	37470.03000000001	45875.15	42693.05000000002	42182.03000000001	48250.46000000001	41646.830000000016	41321.30000000002	37779.35000000001	37248.84000000001	47850.79	42094.91	39494.33	35575.8	35004.43000000002	44505.36000000001
K01736	aroC; chorismate synthase [EC:4.2.3.5]	39567.85000000001	42532.44000000002	49370.34000000001	43485.09000000001	50373.17000000001	44917.32	47466.3	44993.60000000001	29986.630000000016	37951.42000000001	42531.34	37606.210000000014	45606.34	49618.65000000001	44854.29000000001	36536.95000000001	39801.04	37742.24000000001	51958.23	44668.42000000001	44183.59999999999	42048.94000000002	46471.39	42192.62	42869.42	41496.040000000015	33461.98000000002	41801.01	45095.38	48652.17999999997	36965.360000000015	47703.48	42783.470000000016	42223.360000000015	48476.38000000001	41927.830000000016	41713.88000000001	37570.76000000002	36936.42000000001	47786.12	41957.77	43026.66	38548.05	36783.26000000002	46071.39000000002
K01737	queD, ptpS, PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	13845.96	9394.88	8333.79	13417.62	6448.2	10831.8	8087.88	7499.04	12095.47	10740.179999999997	9240.37	12524.9	7479.51	7334.25	8652.15	15580.23	11058.09	11443.499999999998	8188.58	39265.31	8087.46	42965.5	8662.91	9437.54	11472.99	7944.32	17984.190000000002	13875.62	9164.46	5895.87	11579.29	13638.2	21467.66	15798.99	24445.230000000003	16959.850000000002	15622.239999999998	11543.71	15119.95	9887.39	12764.39	18664.68	16870.120000000006	22254.620000000006	16674.42
K01738	cysK; cysteine synthase A [EC:2.5.1.47]	47324.23	49810.55	56644.9	50743.42999999998	57772.22000000001	51839.38999999999	55269.75	54733.63	35075.11	44678.89000000001	49997.02	40497.9	52686.26000000001	57377.86000000002	53044.63000000002	44526.2	47382.19	49443.76000000002	59413.52	75413.80000000003	56782.74	67734.05	55814.94000000001	50880.87000000001	52508.61000000001	50763.37	44441.91	51029.63999999999	53484.37999999998	56270.849999999984	44579.32999999999	56899.67999999999	56853.22	47449.15000000001	58186.90999999999	48422.30000000002	46765.11000000002	49227.94000000002	42843.210000000014	54970.25999999999	53527.15999999999	53886.23	49365.91999999999	51942.29000000005	56382.40000000003
K01739	metB; cystathionine gamma-synthase [EC:2.5.1.48]	335.5	153.85	1429.7399999999998	1169.83	1762.4899999999998	344.5100000000001	894.38	306.83	1306.41	390.57	185.5	181.18	1952.42	1231.0	288.7399999999999	536.8299999999998	2372.74	479.03999999999985	2617.46	3945.29	1294.3	6031.48	784.9100000000003	1627.25	735.4900000000001	156.92	505.14	534.9499999999998	124.85	1768.3900000000006	882.9999999999999	4408.68	1121.39	1636.48	842.5799999999998	764.01	1015.55	1545.91	1731.8999999999994	1052.16	1640.49	3124.5	3518.08	1292.33	1829.87
K01740	metY; O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]	70711.78000000001	86580.20000000001	97587.32	80468.27	101118.35000000003	89538.92	93300.26	91616.04000000002	52682.01000000001	70399.46000000004	79055.14	69784.97000000003	101885.58	98667.43000000002	96271.80000000002	72549.63000000003	72834.97000000003	70639.38	109874.61000000002	73729.73000000001	85606.92999999996	68744.62000000001	89562.62000000002	78467.57	81390.53	88409.71000000002	58949.58	73720.64	88326.58	98529.79999999996	66223.81000000003	94145.62	68448.24000000003	84187.94000000003	84477.20000000001	84307.99000000003	72125.19000000003	69975.69	66566.35	95002.16	77395.78	82471.98	70238.65999999999	61679.40000000004	87181.74000000003
K01744	aspA; aspartate ammonia-lyase [EC:4.3.1.1]	10430.24	5894.47	7748.12	8475.34	8201.49	5903.87	6075.8	4548.09	4173.17	6716.56	6592.46	4591.62	5386.42	7510.37	6845.94	4674.45	4265.51	9618.96	8500.560000000001	42435.27	8301.82	42373.79	4102.25	5509.67	6665.99	3971.7	4936.7	6458.21	4201.67	7476.57	5758.0	4783.01	17220.059999999998	7994.44	11553.4	7966.0	9255.179999999997	5847.49	4595.58	5631.92	5312.38	7958.01	5695.78	13076.69	9490.88
K01745	hutH, HAL; histidine ammonia-lyase [EC:4.3.1.3]	2189.79	4668.55	4479.25	8780.29	2314.53	5864.33	2820.96	3101.95	2332.7200000000007	2821.850000000001	2084.82	5834.79	2061.84	1966.88	2555.28	3450.62	3547.59	5299.8600000000015	4273.18	39113.01	2827.13	34770.42	2116.67	2577.46	3495.58	2373.37	6899.61	7713.01	2894.13	1510.0199999999998	2764.87	4610.04	4358.28	5239.11	4915.23	4434.03	5965.39	2607.92	3077.04	4355.64	2724.72	3811.93	3195.24	2745.91	3545.13
K01746	E4.3.1.4; formiminotetrahydrofolate cyclodeaminase [EC:4.3.1.4]	1055.0	1121.0	1384.33	888.0	1416.33	1099.0	986.0	860.33	276.67	600.33	703.6600000000002	702.0	624.3299999999998	1236.33	1042.0	667.3299999999998	744.33	851.34	1352.0	752.67	1197.33	455.67	769.67	691.33	908.66	941.67	1015.0	1218.0	1687.0	722.66	713.66	3459.0	1312.0	900.3299999999998	2040.33	2317.0	1568.67	1096.0	612.6700000000002	2813.33	1447.66	1492.0	1638.0	341.0	984.33
K01749	hemC, HMBS; hydroxymethylbilane synthase [EC:2.5.1.61]	32424.16	35439.98	41367.11	31065.33	45474.65	38694.76	41161.8	37827.25	17655.17	27699.230000000003	34253.43	27090.520000000004	46575.5	42730.45	43414.51000000002	27659.58000000001	28892.93	26665.60000000001	50881.2	11455.05	36479.209999999985	10365.28	37221.650000000016	31837.660000000003	31673.67	38005.61	20663.51	27519.37	37829.67	43340.83999999998	25514.17	43336.2	31926.010000000013	34348.67000000001	39416.91	38913.88000000001	27079.790000000008	24508.77	26443.55000000001	42005.58	31300.969999999994	37563.48	31163.4	30098.60000000001	39511.12000000002
K01750	E4.3.1.12, ocd; ornithine cyclodeaminase [EC:4.3.1.12]	2410.33	2463.16	1638.92	2135.92	1310.58	2333.91	3611.17	2391.5	1457.84	2434.91	1331.91	3082.0	3205.67	2357.5	1861.08	3353.83	3211.75	2273.51	2606.25	12955.92	3238.09	9320.09	2501.5	3301.59	4613.83	2524.5	2754.83	2930.34	2383.83	1785.16	1989.5	4117.67	1531.25	1193.91	2454.82	865.0	1518.25	3575.92	1121.75	4194.59	3610.75	3081.59	5292.91	2223.0	3632.33
K01751	E4.3.1.15; diaminopropionate ammonia-lyase [EC:4.3.1.15]	7957.17	13158.6	11888.7	8889.33	12020.82	12731.84	17794.42	8868.24	3697.33	7317.42	5952.04	9563.72	15259.17	13076.63	14208.53	8501.95	7089.17	8776.75	14320.74	9924.67	10082.61	3725.66	8130.16	7495.0	13622.33	11461.79	6757.5	6572.71	9788.51	11505.93	5680.25	16638.68	8053.58	11091.18	9443.25	13065.43	8882.87	6970.57	5800.57	13222.41	8413.83	13929.33	11793.79	7538.45	13971.89
K01752	E4.3.1.17, sdaA, sdaB, tdcG; L-serine dehydratase [EC:4.3.1.17]	41987.16	55121.73000000002	53950.66	46796.22	53269.37000000002	50351.69	53757.27000000001	42533.24000000001	33262.28	42652.64	30452.94	41276.67000000001	58648.34	52821.35000000001	56068.03000000001	49678.36000000001	44294.78000000001	50007.76999999999	53668.17999999999	56173.30000000001	56093.63999999998	55960.14	42706.03000000001	45302.45	56612.49999999999	47510.47000000002	48739.77000000002	44805.07000000002	42324.41000000002	49762.26999999998	43696.76000000002	63504.54	63661.61000000003	56359.39000000002	73194.85	60259.61000000002	52004.56000000001	61351.35	44602.10999999999	59531.92	57268.15999999999	61574.14	58986.25999999997	65750.19000000003	60329.650000000016
K01753	dsdA; D-serine dehydratase [EC:4.3.1.18]	752.0	510.14	700.16	502.83	803.5	698.62	2080.79	361.17	341.33	606.9000000000002	402.67	691.33	768.67	1231.33	627.33	562.0000000000001	385.26	1062.04	1021.47	3868.26	1430.62	5867.71	394.66	584.5	1291.16	380.5	385.36	337.33	744.17	988.74	404.83	1172.33	459.31	339.17	634.33	660.5	336.64	515.0	409.66	907.0	678.3	782.17	804.83	471.5	1124.0
K01754	E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]	36694.720000000016	37755.95000000001	45290.50000000001	36040.38000000001	48385.64000000002	40360.57	45014.67000000001	40521.070000000014	24247.16000000001	31987.62000000001	37655.179999999986	29847.090000000004	42076.83999999998	46749.44000000001	41258.500000000015	31544.000000000015	33879.020000000004	32294.070000000003	48008.33	21756.990000000005	41803.209999999985	23738.64	42209.63000000001	37501.5	37810.67	36529.34000000001	26120.950000000004	33288.11	42112.25	46047.42999999998	31057.490000000005	44734.27	38389.01000000002	35845.41000000002	44281.63000000001	36970.74000000001	34869.05000000002	31806.56	29213.790000000005	43947.66	36575.349999999984	39305.58	34022.04999999999	31814.93000000002	41741.210000000014
K01755	argH, ASL; argininosuccinate lyase [EC:4.3.2.1]	39553.35000000001	40881.330000000016	49408.34	42151.09000000001	50288.67000000001	44251.1	47295.3	44756.60000000001	28496.630000000016	37404.92000000001	42580.34	33926.710000000014	45245.84	49197.15000000001	45066.29000000001	34059.95000000001	37826.15	38179.57	53998.9	48333.31000000001	46084.48999999999	46348.33000000001	46120.89	41070.62	41413.92	41229.040000000015	31707.370000000006	40229.23	44683.88	48186.78999999997	37009.860000000015	47486.48	40900.970000000016	40473.360000000015	47616.38000000001	41143.830000000016	40091.88000000001	37650.26000000002	35731.42000000001	47304.62	41252.16	43419.16	38165.05	36266.26000000002	45646.78000000001
K01756	purB, ADSL; adenylosuccinate lyase [EC:4.3.2.2]	39833.35000000001	42642.12000000002	49936.50000000001	43886.430000000015	50511.16000000002	45177.32	47567.14	45153.44000000002	30054.130000000016	38198.92000000001	42623.84	37859.040000000015	46029.49999999999	49652.65000000001	45299.45000000001	36796.790000000015	39929.71	40135.900000000016	52812.89	45881.92000000001	46628.42999999999	42420.60000000001	46486.72000000001	42260.12	42922.08	41613.87000000002	33763.320000000014	42752.01	45180.55	48655.01999999998	39250.69	48223.15999999999	43760.63000000001	42806.180000000015	49709.05000000001	42162.67000000001	42269.38000000001	42443.750000000015	37701.24000000001	48529.78	44184.93	43345.48999999998	40188.89	41508.09000000002	46717.06000000001
K01758	CTH; cystathionine gamma-lyase [EC:4.4.1.1]	1738.0	6404.14	3232.0	1566.0	3157.0	3851.29	2262.29	4195.0	429.0	1464.57	1641.0	3660.0	8986.0	2706.0	7164.0	3751.0	2266.43	1887.71	6265.14	332.43	1934.29	156.71	1479.0	1042.0	2573.0	6876.0	1521.86	1331.0	2349.0	3248.57	1058.0	3465.0	1209.14	5980.0	1293.0	6833.0	1559.14	2582.0	2263.0	4532.0	2337.14	3527.0	1547.0	3288.0	3360.0
K01759	GLO1, gloA; lactoylglutathione lyase [EC:4.4.1.5]	35423.48000000002	52668.83000000001	53532.79	41571.30000000002	51316.69000000001	46131.68	47576.36000000001	49845.3	30274.92000000001	41159.20000000001	41861.89	44758.14000000002	59405.26	45702.34000000002	52537.85000000001	42679.27	44205.85000000001	39789.48	60965.82	46235.150000000016	45197.87999999999	42088.23000000002	45238.56000000001	42266.83	47782.75	53668.36000000001	36540.320000000014	42585.28000000001	45510.62	51272.75999999997	37708.41	53205.81	44484.98000000001	53018.64	46857.21000000001	54714.80000000002	43670.220000000016	41286.000000000015	42840.10000000001	51709.23999999999	43021.87999999998	45885.07	40428.0	42982.96000000002	44231.81000000002
K01760	metC; cystathionine beta-lyase [EC:4.4.1.8]	461.17	1331.87	1398.1899999999996	1949.99	531.7499999999999	1843.2	789.29	544.66	147.41	591.82	198.88	896.79	843.76	247.55	1174.6999999999996	233.12000000000003	492.04	3221.7900000000004	1364.63	4778.530000000002	2985.1599999999994	6823.93	174.74	258.25	404.24	308.04	1804.74	1718.1799999999996	238.51	197.52	733.66	388.67	867.87	812.28	1180.2399999999998	517.06	985.74	1113.37	784.82	583.5000000000001	828.7600000000001	729.1699999999997	857.0300000000002	1374.29	755.1899999999998
K01761	E4.4.1.11; methionine-gamma-lyase [EC:4.4.1.11]	369.5	644.09	144.03	169.5	197.0	152.5	126.75	321.25	157.67000000000004	187.08	410.71	544.03	566.8299999999998	192.13	243.87	347.79	417.5	209.42	184.58	3817.66	370.12	1114.17	242.16	476.0	621.99	537.79	347.33	438.37	302.83	221.08	305.24	212.0	219.08	192.7	183.08	200.42	286.55	315.58	405.91	525.75	313.99	167.0	209.62	176.29000000000005	237.21
K01766	csdA; cysteine sulfinate desulfinase [EC:4.4.1.-]	2.0	4.1400000000000015	4.66	2.33	0.0	14.62	6.29	14.67	8.33	6.9	0.67	2.33	4.67	5.33	9.83	3.0	9.76	79.03999999999998	128.47	3750.76	269.12	5806.71	3.66	2.0	5.66	6.0	16.86	10.33	5.67	3.24	1.33	2.33	6.81	7.67	0.33	0.0	0.14	1.0	1.66	5.5	0.8	7.17	0.33	1.0	1.0
K01768	E4.6.1.1; adenylate cyclase [EC:4.6.1.1]	7156.67	1645.91	1834.92	1596.33	2820.33	1977.17	3398.25	1507.83	598.5	1532.42	4094.41	1524.5	1935.17	3011.33	3195.5	1195.83	797.33	1552.75	2354.66	272.17	1394.17	139.75	1405.83	1621.5	2162.17	1360.5	823.5	889.0	2175.83	1835.17	572.42	3102.83	498.5	429.5	797.0	866.17	790.8299999999998	650.0799999999998	737.5	1486.0	557.6700000000002	4292.0	3721.59	2194.33	2940.25
K01770	ispF; 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:4.6.1.12]	38472.680000000015	41412.81000000001	48048.42000000001	42262.76000000002	48840.34000000001	43754.21	46154.05	43442.27	29620.630000000016	36844.000000000015	40558.429999999986	36995.210000000014	44485.67	47757.32000000001	43047.790000000015	35722.12000000002	39104.93	36874.150000000016	50286.41	44368.53000000001	43505.709999999985	41832.970000000016	45151.56000000001	40815.62	41579.25	39838.540000000015	32625.76	40918.45	43868.05	47726.229999999974	36449.44000000002	45315.15	42361.470000000016	41632.860000000015	48029.88000000001	41386.66000000002	40715.55000000002	36996.180000000015	35994.92000000001	46774.12	41453.88000000001	38972.16	35319.46	34574.43000000002	43660.42000000001
K01771	plc; 1-phosphatidylinositol phosphodiesterase [EC:4.6.1.13]	1.0	0.0	1.0	7.0	1.0	0.0	2.0	1.0	0.0	1.0	1.0	5.0	1.0	4.0	0.0	2.0	2.0	0.0	0.0	6.0	5.0	2.0	3.0	10.0	0.0	0.0	1.0	1.0	1.0	4.0	0.0	2.0	1.0	2.0	1.0	1.0	0.0	2.0	1.0	7.0	6.0	10.0	3.0	0.0	1.0
K01772	hemH, FECH; protoporphyrin/coproporphyrin ferrochelatase [EC:4.99.1.1 4.99.1.9]	6149.5	1409.97	1548.66	2232.33	1380.0	2376.12	1331.96	764.67	190.33	681.0700000000003	2606.0	1413.16	1122.67	406.83	2202.33	245.50000000000003	460.26	3248.37	1437.3	4838.26	3066.12	6766.71	164.66	274.5	491.16	332.5	1820.53	1662.83	806.17	304.24	903.0	380.33	951.81	924.17	1291.33	667.5	1091.14	1468.0	796.16	925.0	1195.3	941.67	935.5	1518.33	746.0
K01775	alr; alanine racemase [EC:5.1.1.1]	44323.18000000001	48481.67000000001	56651.37000000001	48768.09000000001	57582.34000000001	49376.77	53152.01	48573.19000000001	35545.3	43240.73000000002	46282.72	41756.570000000014	51485.83999999999	57167.44000000001	51272.49000000001	43292.900000000016	43499.3	49923.2	57852.61	50189.34000000001	57406.00999999999	48854.65000000001	50610.55	47112.45	49700.07000000001	45154.66000000001	37466.67000000001	47638.03999999999	49019.87999999999	56826.16999999997	42883.27	54363.81	47831.69000000001	45754.90000000001	54447.12000000001	46882.42000000001	46532.57000000001	46017.68	41296.330000000016	54305.04	48198.4	46961.5	43773.67	43436.720000000016	50535.93000000001
K01776	murI; glutamate racemase [EC:5.1.1.3]	39079.02	42182.66000000002	49264.67000000001	43466.42000000001	49825.50000000002	44583.77	45580.38000000001	44671.93000000001	27348.46000000001	37462.59	41883.34	37206.88000000001	45393.34	48461.32000000001	44757.79000000001	33365.12000000002	39545.15	39268.57	52051.57	45755.48	45671.81999999999	42329.000000000015	46148.22	41747.289999999986	41719.59	41493.210000000014	33472.87000000002	42563.9	44626.38	47735.11999999998	38092.69	46959.48	43339.140000000014	42385.69000000002	49106.05000000001	41593.66000000002	41872.38000000001	41396.59000000001	36500.250000000015	47484.45	43248.99	42503.49	39392.13	40902.09000000002	45367.20000000001
K01777	prdF; proline racemase [EC:5.1.1.4]	989.0	1111.0	529.75	761.5	408.25	895.0	766.5	1110.25	738.5	1102.5	600.0	1324.25	1482.5	730.25	748.75	1615.5	1624.75	885.25	1051.75	3814.0	1593.5	1176.5	1204.0	1558.5	1916.25	1313.0	1235.5	1384.25	1026.5	741.0	1358.25	2064.5	718.75	660.75	1275.25	263.5	872.0	2689.25	679.0	2676.25	2142.5	1950.0	3631.0	1601.0	1925.0
K01778	dapF; diaminopimelate epimerase [EC:5.1.1.7]	45298.0	51865.23000000001	58554.82000000002	49585.06000000003	59160.32000000003	54970.71	59446.47000000001	51918.25000000001	31961.620000000006	43277.58	45810.34	44926.21000000001	59010.83999999999	58731.65000000001	56540.28000000001	44276.78000000001	45145.1	45430.39000000001	64085.22	45979.52	53083.53999999999	42813.03	52044.21000000001	46939.46000000001	51290.26	50731.52000000002	39042.92000000001	46976.11	54081.88	55989.42999999997	41106.52	61009.99000000001	49578.62000000002	51816.16000000002	57257.69000000003	52787.68	47982.72000000002	44576.92000000001	40603.570000000014	60042.94	49065.70999999999	52400.82999999999	48718.21000000001	42159.93000000002	56323.35000000001
K01779	racD; aspartate racemase [EC:5.1.1.13]	13232.68	15550.67	12681.67	9017.49	14866.06	11197.26	10790.33	8728.9	4482.83	8469.17	8571.15	9440.19	16211.01	13147.91	16481.41	8466.32	6680.24	13257.43	13333.07	10895.85	14459.83	4068.66	7483.33	7947.33	11786.59	11658.0	5784.16	7677.42	7339.67	13103.18	8212.75	15100.51	6651.25	10335.56	6821.58	11685.35	7950.82	13099.4	7648.16	11113.24	10316.5	18945.83	15540.18	16505.83	15069.01
K01782	fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]	5.0	6.1400000000000015	4.66	2.33	2.0	69.62	59.29	16.67	8.33	7.9	3.67	3.33	4.67	6.33	11.83	5.0	10.76	157.04	210.47	3840.76	358.12	5808.71	3.66	3.0	6.66	7.0	16.86	10.33	7.67	4.24	2.33	2.33	6.81	9.67	1.33	0.0	1.14	2.0	2.66	6.5	0.8	7.17	0.33	2.0	3.0
K01783	rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1]	46134.35000000001	52746.83000000001	61596.59000000001	51241.09000000001	60508.67000000001	56066.85	61809.3	51582.60000000001	32496.130000000005	44392.92000000001	45791.34	46016.96000000001	59096.34	60421.15000000001	57088.29000000001	44765.95000000001	45303.15	46909.57000000001	64938.4	50787.81000000001	53672.48999999999	44329.330000000016	52383.89	47469.62	52327.42	50683.04000000001	38926.37000000002	47649.73	56119.88	57282.28999999997	43533.36	62559.98	51686.97000000002	53673.36000000002	58993.88000000001	53835.33000000001	49716.38000000001	48336.26	41948.92	61378.12	51270.66	53636.65999999999	48655.05	46790.76000000002	56993.28000000001
K01784	galE, GALE; UDP-glucose 4-epimerase [EC:5.1.3.2]	45859.19000000001	49468.93000000001	56641.79000000002	53288.33000000001	57239.99000000001	52036.41000000001	53049.20999999999	53383.16000000001	37488.960000000014	44069.42000000001	51193.96000000001	42674.02000000002	52385.27	57300.02	51896.41000000001	44168.81000000001	46674.23000000001	45219.32	61956.14	80311.79000000002	50392.47999999999	73126.91	52366.3	49755.78	49720.58	48115.330000000016	40533.70000000001	49394.02	49771.47999999999	54353.13999999999	47073.44	55590.55999999999	56326.53000000001	47169.39000000002	57841.05000000001	47956.23000000001	47807.47000000001	51970.79	44170.75000000001	53828.28000000001	51587.17000000001	56982.40999999999	51602.42	62940.80000000001	58486.25
K01785	galM, GALM; aldose 1-epimerase [EC:5.1.3.3]	37750.63000000001	53530.34000000001	55584.22000000001	52439.89000000001	52881.78000000002	52528.64	50761.31	52635.06000000001	38372.01	47018.37	45596.96000000001	48746.89000000002	57956.18	52738.49000000001	53675.94000000001	44713.13000000001	50426.57	50364.54000000001	62502.11	112850.89	52328.53999999999	111849.11000000002	52327.56000000001	47556.42000000001	50356.09000000001	52553.95	46764.55	53738.46	48967.69	54092.169999999984	47308.41	54106.7	53893.28000000002	59391.84000000001	58805.45	59037.69000000001	57463.41000000001	50053.26000000001	48216.70000000001	56385.93	50794.75	47184.76	45143.83	48410.04000000002	54483.46000000001
K01787	RENBP; N-acylglucosamine 2-epimerase [EC:5.1.3.8]	5434.54	12378.42	7038.92	8499.039999999999	5707.29	8583.710000000001	5473.92	9474.29	8582.050000000001	7630.95	7663.08	9789.62	12741.67	6335.88	11134.2	10613.62	9062.08	7987.22	10655.95	52593.57000000001	6518.84	44313.7	7023.92	6361.87	8778.0	12402.2	9603.5	9291.25	5199.63	7557.88	7683.21	7265.37	5658.8	11722.12	5454.74	12577.87	9054.25	8264.34	10010.04	9134.89	7617.67	7443.26	6174.75	7890.75	8627.880000000001
K01788	nanE; N-acylglucosamine-6-phosphate 2-epimerase [EC:5.1.3.9]	23904.14000000001	29315.480000000014	38401.63000000001	27201.30000000001	40718.890000000014	29435.7	33689.960000000014	31496.900000000005	17798.989999999998	25860.890000000007	27696.31	24288.14000000001	37781.0	39975.900000000016	33319.220000000016	21064.970000000005	27171.85	31307.770000000015	42018.04	16515.730000000003	40911.459999999985	16635.68	33147.470000000016	29197.5	27044.76	28814.470000000016	17933.510000000002	26593.410000000003	34783.17	42169.93999999998	21753.070000000003	35943.36	20298.700000000004	25213.040000000008	30286.230000000003	27934.65000000001	21010.780000000006	23753.72	19676.46	33817.9	26949.13	24437.65	23291.51	18582.81000000001	28057.00000000001
K01790	rfbC, rmlC; dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]	30011.86000000001	36069.710000000014	45997.26000000002	41791.750000000015	45337.57000000002	42269.23	43712.80000000002	39602.500000000015	25200.79	34909.76000000002	35105.17	33474.48000000002	41582.529999999984	44081.24	39225.37000000002	31529.780000000013	35573.85000000001	35719.92000000001	50550.32	74623.74000000003	40225.93	66166.56	41993.38000000001	37772.47	36857.18	37174.87000000002	30726.59000000001	38310.55	41844.06	44351.90999999998	34927.12000000002	51545.99	43051.42000000001	42506.43000000002	48565.96	40783.19000000002	41706.890000000014	33536.380000000005	34327.740000000005	44542.87	37760.4	47337.16	43852.87	40981.09000000001	47050.35000000001
K01791	wecB; UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC:5.1.3.14]	24452.37	34523.57000000001	35997.240000000005	35203.41000000002	37239.220000000016	34706.29	32331.720000000005	39629.150000000016	22122.39	30066.91000000001	35028.48999999998	31358.950000000008	36563.51999999998	36793.070000000014	34738.03000000001	27027.27000000001	30362.640000000007	33576.7	41726.830000000016	84069.0	36715.01999999998	79569.83000000003	37266.900000000016	33130.19	32537.07	34952.36000000001	25118.290000000008	35979.990000000005	31861.74	38379.02999999998	32389.33000000001	31672.82	33084.770000000004	31428.670000000016	29226.450000000008	29683.75000000001	30128.150000000016	34698.28000000001	29489.58	35885.28	33821.22	30440.239999999994	28346.539999999994	35329.75000000001	35153.960000000014
K01792	E5.1.3.15; glucose-6-phosphate 1-epimerase [EC:5.1.3.15]	299.33	29.89	108.58	99.0	60.67	35.95	20.38	390.34	2348.0	248.15	703.75	43.99	16.67	20.66	32.83	3071.33	25.76	104.12	154.13	3798.09	281.79	5824.29	32.33	23.33	27.989999999999995	18.33	62.53	41.66	42.67	21.910000000000004	858.42	218.33	123.14	284.34	147.66	118.17	262.14	742.42	940.33	540.17	441.47	137.84	85.92	365.0	431.58
K01796	E5.1.99.4, AMACR, mcr; alpha-methylacyl-CoA racemase [EC:5.1.99.4]	0.0	5.0	2.0	13.0	16.0	41.0	47.0	7.0	2.0	4.0	1.0	0.0	2.0	1.0	12.0	3.0	4.0	52.0	54.0	52.0	67.0	4.0	1.0	5.0	3.0	2.0	3.0	0.0	2.0	2.0	3.0	0.0	14.0	23.0	9.0	12.0	12.0	0.0	3.0	5.0	3.0	13.0	2.0	5.0	4.0
K01799	nicE, maiA; maleate isomerase [EC:5.2.1.1]	90.0	89.0	77.0	121.0	70.0	66.0	104.0	111.0	16.0	47.0	104.0	40.0	54.0	60.0	84.0	73.0	56.0	81.0	47.0	6.0	53.0	3.0	55.0	34.0	62.0	73.0	93.0	44.0	59.0	33.0	76.0	39.0	28.0	26.0	40.0	65.0	43.0	41.0	40.0	115.0	23.0	31.0	17.0	42.0	42.0
K01800	maiA, GSTZ1; maleylacetoacetate isomerase [EC:5.2.1.2]	0.0	0.0	1.0	6.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	8.0	4.0	6.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01801	nagL; maleylpyruvate isomerase [EC:5.2.1.4]	0.0	0.0	1.0	6.0	7.0	7.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	20.0	22.0	28.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	9.0	4.0	6.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01802	E5.2.1.8; peptidylprolyl isomerase [EC:5.2.1.8]	2967.27	4732.74	3744.34	7803.48	2244.89	5455.240000000002	2843.25	4783.06	4614.440000000001	5365.31	4984.16	5319.9	3497.76	2893.6	4112.81	3367.81	5008.83	6108.1	5066.73	70591.94	2802.8	73340.15	3907.83	4148.57	4204.67	4745.06	9153.83	6577.34	2803.85	2561.02	4878.9	4292.48	3748.58	4541.31	3138.49	4255.87	5287.799999999998	4556.37	5855.98	3025.61	3663.59	6421.09	6754.83	6136.83	4917.77
